성인/소아,신체계통,증상,1/2차 구분,KTAS 단계,고려사항
성인,비뇨기계/남성생식계,음경 부종,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,비뇨기계/남성생식계,음경 부종,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,음경 부종,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,음경 부종,1차,3,급성 말초성 중증 통증
성인,비뇨기계/남성생식계,음경 부종,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,음경 부종,1차,4,급성 말초성 중등도 통증
성인,비뇨기계/남성생식계,음경 부종,1차,4,만성 말초성 중증 통증
성인,비뇨기계/남성생식계,음경 부종,1차,5,급성 말초성 경증 통증
성인,비뇨기계/남성생식계,음경 부종,1차,5,만성 말초성 경증/중등도 통증
성인,비뇨기계/남성생식계,음경 부종,2차,2,지속발기증
성인,비뇨기계/남성생식계,음경 부종,2차,2,감돈포경
성인,비뇨기계/남성생식계,음경 부종,2차,5,음경 부종
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,2,중등도 호흡곤란
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,2,혈역학적 장애
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,2,의식변화
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,2,"열, 면역저하 상태"
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,2,패혈증 의증
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,2,급성 중심성 중증 통증
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,3,경증 호흡곤란
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,3,급성 중심성 중등도 통증
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,3,만성 중심성 중증 통증
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,4,급성 중심성 경증 통증
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,4,만성 중심성 중등도 통증
성인,비뇨기계/남성생식계,고환 통증 / 부종,1차,5,만성 중심성 경증 통증
성인,비뇨기계/남성생식계,고환 통증 / 부종,2차,5,고환 통증 / 부종
성인,비뇨기계/남성생식계,소변배출장애,1차,2,"열, 면역저하 상태"
성인,비뇨기계/남성생식계,소변배출장애,1차,2,패혈증 의증
성인,비뇨기계/남성생식계,소변배출장애,1차,2,급성 중심성 중증 통증
성인,비뇨기계/남성생식계,소변배출장애,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,소변배출장애,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,소변배출장애,1차,3,급성 중심성 중등도 통증
성인,비뇨기계/남성생식계,소변배출장애,1차,3,만성 중심성 중증 통증
성인,비뇨기계/남성생식계,소변배출장애,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,소변배출장애,1차,4,급성 중심성 경증 통증
성인,비뇨기계/남성생식계,소변배출장애,1차,4,만성 중심성 중등도 통증
성인,비뇨기계/남성생식계,소변배출장애,1차,5,만성 중심성 경증 통증
성인,비뇨기계/남성생식계,소변배출장애,2차,4,소변배출장애
성인,비뇨기계/남성생식계,요로감염 증상,1차,2,중등도 호흡곤란
성인,비뇨기계/남성생식계,요로감염 증상,1차,2,혈역학적 장애
성인,비뇨기계/남성생식계,요로감염 증상,1차,2,의식변화
성인,비뇨기계/남성생식계,요로감염 증상,1차,2,"열, 면역저하 상태"
성인,비뇨기계/남성생식계,요로감염 증상,1차,2,패혈증 의증
성인,비뇨기계/남성생식계,요로감염 증상,1차,2,급성 중심성 중증 통증
성인,비뇨기계/남성생식계,요로감염 증상,1차,3,경증 호흡곤란
성인,비뇨기계/남성생식계,요로감염 증상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,비뇨기계/남성생식계,요로감염 증상,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,요로감염 증상,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,요로감염 증상,1차,3,급성 중심성 중등도 통증
성인,비뇨기계/남성생식계,요로감염 증상,1차,3,급성 말초성 중증 통증
성인,비뇨기계/남성생식계,요로감염 증상,1차,3,만성 중심성 중증 통증
성인,비뇨기계/남성생식계,요로감염 증상,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,요로감염 증상,1차,4,급성 중심성 경증 통증
성인,비뇨기계/남성생식계,요로감염 증상,1차,4,급성 말초성 중등도 통증
성인,비뇨기계/남성생식계,요로감염 증상,1차,4,만성 중심성 중등도 통증
성인,비뇨기계/남성생식계,요로감염 증상,1차,5,만성 중심성 경증 통증
성인,비뇨기계/남성생식계,요로감염 증상,1차,5,급성 말초성 경증 통증
성인,비뇨기계/남성생식계,요로감염 증상,2차,5,"만성, 경증 요로감염 증상호소 / 증상"
성인,비뇨기계/남성생식계,핍뇨증,1차,1,중증 호흡곤란
성인,비뇨기계/남성생식계,핍뇨증,1차,1,쇼크
성인,비뇨기계/남성생식계,핍뇨증,1차,1,무의식
성인,비뇨기계/남성생식계,핍뇨증,1차,2,중등도 호흡곤란
성인,비뇨기계/남성생식계,핍뇨증,1차,2,혈역학적 장애
성인,비뇨기계/남성생식계,핍뇨증,1차,2,의식변화
성인,비뇨기계/남성생식계,핍뇨증,1차,2,"열, 면역저하 상태"
성인,비뇨기계/남성생식계,핍뇨증,1차,2,패혈증 의증
성인,비뇨기계/남성생식계,핍뇨증,1차,2,급성 중심성 중증 통증
성인,비뇨기계/남성생식계,핍뇨증,1차,3,경증 호흡곤란
성인,비뇨기계/남성생식계,핍뇨증,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,비뇨기계/남성생식계,핍뇨증,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,핍뇨증,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,핍뇨증,1차,3,급성 중심성 중등도 통증
성인,비뇨기계/남성생식계,핍뇨증,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,핍뇨증,1차,4,급성 중심성 경증 통증
성인,비뇨기계/남성생식계,핍뇨증,2차,4,핍뇨증
성인,비뇨기계/남성생식계,다뇨증,1차,1,중증 호흡곤란
성인,비뇨기계/남성생식계,다뇨증,1차,1,쇼크
성인,비뇨기계/남성생식계,다뇨증,1차,1,무의식
성인,비뇨기계/남성생식계,다뇨증,1차,2,중등도 호흡곤란
성인,비뇨기계/남성생식계,다뇨증,1차,2,혈역학적 장애
성인,비뇨기계/남성생식계,다뇨증,1차,2,의식변화
성인,비뇨기계/남성생식계,다뇨증,1차,2,"열, 면역저하 상태"
성인,비뇨기계/남성생식계,다뇨증,1차,2,패혈증 의증
성인,비뇨기계/남성생식계,다뇨증,1차,2,급성 중심성 중증 통증
성인,비뇨기계/남성생식계,다뇨증,1차,3,경증 호흡곤란
성인,비뇨기계/남성생식계,다뇨증,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,비뇨기계/남성생식계,다뇨증,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,다뇨증,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,다뇨증,1차,3,급성 중심성 중등도 통증
성인,비뇨기계/남성생식계,다뇨증,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,다뇨증,1차,4,급성 중심성 경증 통증
성인,비뇨기계/남성생식계,다뇨증,2차,4,다뇨증
성인,비뇨기계/남성생식계,생식기의 외상,1차,1,중증 호흡곤란
성인,비뇨기계/남성생식계,생식기의 외상,1차,1,쇼크
성인,비뇨기계/남성생식계,생식기의 외상,1차,1,무의식
성인,비뇨기계/남성생식계,생식기의 외상,1차,2,중등도 호흡곤란
성인,비뇨기계/남성생식계,생식기의 외상,1차,2,혈역학적 장애
성인,비뇨기계/남성생식계,생식기의 외상,1차,2,의식변화
성인,비뇨기계/남성생식계,생식기의 외상,1차,2,"열, 면역저하 상태"
성인,비뇨기계/남성생식계,생식기의 외상,1차,2,패혈증 의증
성인,비뇨기계/남성생식계,생식기의 외상,1차,2,급성 중심성 중증 통증
성인,비뇨기계/남성생식계,생식기의 외상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,비뇨기계/남성생식계,생식기의 외상,1차,3,경증 호흡곤란
성인,비뇨기계/남성생식계,생식기의 외상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,비뇨기계/남성생식계,생식기의 외상,1차,3,전신염증반응증후군
성인,비뇨기계/남성생식계,생식기의 외상,1차,3,열 (아파 보임)
성인,비뇨기계/남성생식계,생식기의 외상,1차,3,급성 중심성 중등도 통증
성인,비뇨기계/남성생식계,생식기의 외상,1차,3,만성 중심성 중증 통증
성인,비뇨기계/남성생식계,생식기의 외상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,비뇨기계/남성생식계,생식기의 외상,1차,4,열 (건강해 보임)
성인,비뇨기계/남성생식계,생식기의 외상,1차,4,급성 중심성 경증 통증
성인,비뇨기계/남성생식계,생식기의 외상,1차,4,만성 중심성 중등도 통증
성인,비뇨기계/남성생식계,생식기의 외상,1차,5,만성 중심성 경증 통증
성인,비뇨기계/남성생식계,생식기의 외상,2차,3,"성폭행, 안정되어 있음"
성인,비뇨기계/남성생식계,생식기의 외상,2차,5,"생식기의 외상, 통증 없음"
성인,정신건강,우울증 / 자살 / 자해,2차,2,계획적인 자살시도
성인,정신건강,우울증 / 자살 / 자해,2차,2,뚜렷한 자살의도
성인,정신건강,우울증 / 자살 / 자해,2차,2,도주의 가능성이나 안전에 대한 위협
성인,정신건강,우울증 / 자살 / 자해,2차,3,구체적인 계획이 없는 자살관념
성인,정신건강,우울증 / 자살 / 자해,2차,4,"우울함, 자살생각은 없음"
성인,정신건강,불안 / 위기 상황,2차,2,중증 불안 / 초조
성인,정신건강,불안 / 위기 상황,2차,2,도주의 가능성이나 안전에 대한 위협
성인,정신건강,불안 / 위기 상황,2차,3,중등도 불안 / 초조
성인,정신건강,불안 / 위기 상황,2차,4,경증 불안 / 초조
성인,정신건강,환각 / 망상,1차,2,중등도 호흡곤란
성인,정신건강,환각 / 망상,1차,2,혈역학적 장애
성인,정신건강,환각 / 망상,1차,2,의식변화
성인,정신건강,환각 / 망상,1차,2,"열, 면역저하 상태"
성인,정신건강,환각 / 망상,1차,2,패혈증 의증
성인,정신건강,환각 / 망상,1차,3,경증 호흡곤란
성인,정신건강,환각 / 망상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,정신건강,환각 / 망상,1차,3,전신염증반응증후군
성인,정신건강,환각 / 망상,1차,3,열 (아파 보임)
성인,정신건강,환각 / 망상,1차,4,열 (건강해 보임)
성인,정신건강,환각 / 망상,2차,2,"급성 정신병, 중증 불안 / 초조, 도주의 가능성이나 안전에 대한 위험"
성인,정신건강,환각 / 망상,2차,3,중등도 불안 / 초조 또는 편집증을 동반
성인,정신건강,환각 / 망상,2차,4,"경증의 불안 / 초조, 안정되어 있음"
성인,정신건강,환각 / 망상,2차,5,만성적인 환각으로 인한 경증의 불안 / 초조
성인,정신건강,불면증,2차,4,급성 불면증
성인,정신건강,불면증,2차,5,만성 불면증
성인,정신건강,폭력 / 살인 행위,2차,1,자신 혹은 타인을 해치려는 구체적인 계획이 있거나 충동을 억제할 수 없는 상태
성인,정신건강,폭력 / 살인 행위,2차,2,도주의 가능성이나 안전에 대한 위험
성인,정신건강,폭력 / 살인 행위,2차,3,구체적 계획이 없는 폭력적인 생각 (ideation)
성인,정신건강,사회문제,2차,3,"육체적 학대, 정신적 학대, 심각한 감정적 스트레스"
성인,정신건강,사회문제,2차,4,대처하기 어려운 상태
성인,정신건강,사회문제,2차,5,"만성, 비급성 상태"
성인,정신건강,기괴한 행동,1차,2,중등도 호흡곤란
성인,정신건강,기괴한 행동,1차,2,혈역학적 장애
성인,정신건강,기괴한 행동,1차,2,의식변화
성인,정신건강,기괴한 행동,1차,2,"열, 면역저하 상태"
성인,정신건강,기괴한 행동,1차,2,패혈증 의증
성인,정신건강,기괴한 행동,1차,3,경증 호흡곤란
성인,정신건강,기괴한 행동,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,정신건강,기괴한 행동,1차,3,전신염증반응증후군
성인,정신건강,기괴한 행동,1차,3,열 (아파 보임)
성인,정신건강,기괴한 행동,1차,4,열 (건강해 보임)
성인,정신건강,기괴한 행동,2차,1,조절되지 않는 행동
성인,정신건강,기괴한 행동,2차,2,도주의 가능성이나 안전에 대한 위험
성인,정신건강,기괴한 행동,2차,3,조절되는 행동
성인,정신건강,기괴한 행동,2차,4,해를 끼치지 않은 행동
성인,정신건강,기괴한 행동,2차,5,"만성, 비급성 상태"
성인,정신건강,"환자의 안녕에 대한 고려 (학대, 방임)",2차,1,폭력 또는 안전하지 않은 상황
성인,정신건강,"환자의 안녕에 대한 고려 (학대, 방임)",2차,2,도주의 가능성이나 학대가 반복될 위험
성인,정신건강,"환자의 안녕에 대한 고려 (학대, 방임)",2차,3,육체적 폭행 또는 성폭행
성인,정신건강,"환자의 안녕에 대한 고려 (학대, 방임)",2차,4,학대의 병력 / 징후
성인,신경계,의식 수준의 변화,1차,1,중증 호흡곤란
성인,신경계,의식 수준의 변화,1차,1,쇼크
성인,신경계,의식 수준의 변화,1차,1,무의식
성인,신경계,의식 수준의 변화,1차,2,중등도 호흡곤란
성인,신경계,의식 수준의 변화,1차,2,혈역학적 장애
성인,신경계,의식 수준의 변화,1차,2,의식변화
성인,신경계,의식 수준의 변화,1차,2,"열, 면역저하 상태"
성인,신경계,의식 수준의 변화,1차,2,패혈증 의증
성인,신경계,의식 수준의 변화,1차,2,고위험성 사고기전
성인,신경계,의식 수준의 변화,1차,3,경증 호흡곤란
성인,신경계,의식 수준의 변화,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,신경계,의식 수준의 변화,1차,3,전신염증반응증후군
성인,신경계,의식 수준의 변화,1차,3,열 (아파 보임)
성인,신경계,의식 수준의 변화,2차,2,혈당 <54 mg/dl 이고 관련증상을 동반
성인,신경계,의식 수준의 변화,2차,4,단순 주취에 의한 의식변화
성인,신경계,착란,1차,2,중등도 호흡곤란
성인,신경계,착란,1차,2,혈역학적 장애
성인,신경계,착란,1차,2,의식변화
성인,신경계,착란,1차,2,"열, 면역저하 상태"
성인,신경계,착란,1차,2,패혈증 의증
성인,신경계,착란,1차,3,경증 호흡곤란
성인,신경계,착란,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,신경계,착란,1차,3,전신염증반응증후군
성인,신경계,착란,1차,3,열 (아파 보임)
성인,신경계,착란,1차,4,열 (건강해 보임)
성인,신경계,착란,2차,2,혈당 <54 mg/dl 이고 관련증상을 동반
성인,신경계,착란,2차,2,두통 또는 의식 상태의 변화를 동반한 급성 착란
성인,신경계,착란,2차,3,두통 또는 의식 상태의 변화를 동반하지 않는 급성 착란
성인,신경계,착란,2차,4,"만성, 평상시에 비해 변화 없음"
성인,신경계,현훈,1차,1,중증 호흡곤란
성인,신경계,현훈,1차,1,쇼크
성인,신경계,현훈,1차,1,무의식
성인,신경계,현훈,1차,2,중등도 호흡곤란
성인,신경계,현훈,1차,2,혈역학적 장애
성인,신경계,현훈,1차,2,의식변화
성인,신경계,현훈,1차,2,"열, 면역저하 상태"
성인,신경계,현훈,1차,2,패혈증 의증
성인,신경계,현훈,1차,3,경증 호흡곤란
성인,신경계,현훈,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,신경계,현훈,1차,3,전신염증반응증후군
성인,신경계,현훈,1차,3,열 (아파 보임)
성인,신경계,현훈,2차,2,자세변화에 의해 유발되지 않음
성인,신경계,현훈,2차,2,신경학적 증상
성인,신경계,현훈,2차,3,"자세변화에 의해 발생, 다른 신경학적 증상 없음"
성인,신경계,현훈,2차,4,"만성, 기타 어지러움"
성인,신경계,두통,1차,1,중증 호흡곤란
성인,신경계,두통,1차,1,쇼크
성인,신경계,두통,1차,1,무의식
성인,신경계,두통,1차,2,중등도 호흡곤란
성인,신경계,두통,1차,2,혈역학적 장애
성인,신경계,두통,1차,2,의식변화
성인,신경계,두통,1차,2,"열, 면역저하 상태"
성인,신경계,두통,1차,2,패혈증 의증
성인,신경계,두통,1차,2,급성 중심성 중증 통증
성인,신경계,두통,1차,3,경증 호흡곤란
성인,신경계,두통,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,신경계,두통,1차,3,전신염증반응증후군
성인,신경계,두통,1차,3,열 (아파 보임)
성인,신경계,두통,1차,3,급성 중심성 중등도 통증
성인,신경계,두통,1차,3,만성 중심성 중증 통증
성인,신경계,두통,1차,4,열 (건강해 보임)
성인,신경계,두통,1차,4,급성 중심성 경증 통증
성인,신경계,두통,1차,4,만성 중심성 중등도 통증
성인,신경계,두통,1차,5,만성 중심성 경증 통증
성인,신경계,두통,2차,2,"급성, 중증, 지금까지 경험했던 두통 중 가장 심함"
성인,신경계,두통,2차,2,시력장애 ± 안구 통증
성인,신경계,두통,2차,5,만성 또는 반복적인 두통
성인,신경계,발작,1차,1,중증 호흡곤란
성인,신경계,발작,1차,1,쇼크
성인,신경계,발작,1차,1,무의식
성인,신경계,발작,1차,2,중등도 호흡곤란
성인,신경계,발작,1차,2,혈역학적 장애
성인,신경계,발작,1차,2,의식변화
성인,신경계,발작,1차,2,"열, 면역저하 상태"
성인,신경계,발작,1차,2,패혈증 의증
성인,신경계,발작,1차,2,급성 중심성 중증 통증
성인,신경계,발작,1차,3,경증 호흡곤란
성인,신경계,발작,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,신경계,발작,1차,3,전신염증반응증후군
성인,신경계,발작,1차,3,열 (아파 보임)
성인,신경계,발작,1차,3,급성 중심성 중등도 통증
성인,신경계,발작,2차,1,지금 발작 중
성인,신경계,발작,2차,2,발작 후 상태
성인,신경계,발작,2차,3,"회복된 상태, 명료한 의식"
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,1,중증 호흡곤란
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,1,쇼크
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,1,무의식
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,2,중등도 호흡곤란
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,2,혈역학적 장애
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,2,의식변화
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,2,"열, 면역저하 상태"
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,2,패혈증 의증
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,3,경증 호흡곤란
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,3,전신염증반응증후군
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,3,열 (아파 보임)
성인,신경계,보행 장애 / 운동 실조 / 강직,1차,4,열 (건강해 보임)
성인,신경계,보행 장애 / 운동 실조 / 강직,2차,2,발병시간 <24 시간
성인,신경계,두부 손상,1차,1,중증 호흡곤란
성인,신경계,두부 손상,1차,1,쇼크
성인,신경계,두부 손상,1차,1,무의식
성인,신경계,두부 손상,1차,2,중등도 호흡곤란
성인,신경계,두부 손상,1차,2,혈역학적 장애
성인,신경계,두부 손상,1차,2,의식변화
성인,신경계,두부 손상,1차,2,"열, 면역저하 상태"
성인,신경계,두부 손상,1차,2,패혈증 의증
성인,신경계,두부 손상,1차,2,급성 중심성 중증 통증
성인,신경계,두부 손상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,신경계,두부 손상,1차,2,고위험성 사고기전
성인,신경계,두부 손상,1차,3,경증 호흡곤란
성인,신경계,두부 손상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,신경계,두부 손상,1차,3,전신염증반응증후군
성인,신경계,두부 손상,1차,3,열 (아파 보임)
성인,신경계,두부 손상,1차,3,급성 중심성 중등도 통증
성인,신경계,두부 손상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,신경계,두부 손상,1차,4,열 (건강해 보임)
성인,신경계,두부 손상,1차,4,급성 중심성 경증 통증
성인,신경계,두부 손상,2차,2,새로운 국소적 신경학적 증상
성인,신경계,두부 손상,2차,3,의식소실의 병력
성인,신경계,두부 손상,2차,3,장기간의 척추고정
성인,신경계,두부 손상,2차,4,의식소실의 병력이 없음
성인,신경계,떨림,1차,2,중등도 호흡곤란
성인,신경계,떨림,1차,2,혈역학적 장애
성인,신경계,떨림,1차,2,의식변화
성인,신경계,떨림,1차,2,"열, 면역저하 상태"
성인,신경계,떨림,1차,2,패혈증 의증
성인,신경계,떨림,1차,3,경증 호흡곤란
성인,신경계,떨림,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,신경계,떨림,1차,3,전신염증반응증후군
성인,신경계,떨림,1차,3,열 (아파 보임)
성인,신경계,떨림,1차,4,열 (건강해 보임)
성인,신경계,떨림,2차,4,만성 떨림
성인,신경계,사지 약화 / 뇌졸중 증상,1차,1,중증 호흡곤란
성인,신경계,사지 약화 / 뇌졸중 증상,1차,1,쇼크
성인,신경계,사지 약화 / 뇌졸중 증상,1차,1,무의식
성인,신경계,사지 약화 / 뇌졸중 증상,1차,2,중등도 호흡곤란
성인,신경계,사지 약화 / 뇌졸중 증상,1차,2,혈역학적 장애
성인,신경계,사지 약화 / 뇌졸중 증상,1차,2,의식변화
성인,신경계,사지 약화 / 뇌졸중 증상,1차,2,"열, 면역저하 상태"
성인,신경계,사지 약화 / 뇌졸중 증상,1차,2,패혈증 의증
성인,신경계,사지 약화 / 뇌졸중 증상,1차,2,급성 중심성 중증 통증
성인,신경계,사지 약화 / 뇌졸중 증상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,신경계,사지 약화 / 뇌졸중 증상,1차,3,경증 호흡곤란
성인,신경계,사지 약화 / 뇌졸중 증상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,신경계,사지 약화 / 뇌졸중 증상,1차,3,전신염증반응증후군
성인,신경계,사지 약화 / 뇌졸중 증상,1차,3,열 (아파 보임)
성인,신경계,사지 약화 / 뇌졸중 증상,1차,3,급성 중심성 중등도 통증
성인,신경계,사지 약화 / 뇌졸중 증상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,신경계,사지 약화 / 뇌졸중 증상,2차,2,발병시간 24시간 이내
성인,신경계,사지 약화 / 뇌졸중 증상,2차,3,발병시간 24시간 초과
성인,신경계,사지 약화 / 뇌졸중 증상,2차,3,회복된 상태
성인,신경계,감각상실 / 이상감각,2차,3,새로 발병한 감각소실 / 이상감각
성인,신경계,감각상실 / 이상감각,2차,4,만성 감각소실 / 이상감각
성인,신경계,기억상실,2차,4,새로 발병한 기억상실
성인,임신 / 여성생식계,월경 문제,1차,1,중증 호흡곤란
성인,임신 / 여성생식계,월경 문제,1차,1,쇼크
성인,임신 / 여성생식계,월경 문제,1차,1,무의식
성인,임신 / 여성생식계,월경 문제,1차,2,중등도 호흡곤란
성인,임신 / 여성생식계,월경 문제,1차,2,혈역학적 장애
성인,임신 / 여성생식계,월경 문제,1차,2,의식변화
성인,임신 / 여성생식계,월경 문제,1차,2,"열, 면역저하 상태"
성인,임신 / 여성생식계,월경 문제,1차,2,패혈증 의증
성인,임신 / 여성생식계,월경 문제,1차,2,급성 중심성 중증 통증
성인,임신 / 여성생식계,월경 문제,1차,3,경증 호흡곤란
성인,임신 / 여성생식계,월경 문제,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,임신 / 여성생식계,월경 문제,1차,3,전신염증반응증후군
성인,임신 / 여성생식계,월경 문제,1차,3,열 (아파 보임)
성인,임신 / 여성생식계,월경 문제,1차,3,급성 중심성 중등도 통증
성인,임신 / 여성생식계,월경 문제,1차,4,열 (건강해 보임)
성인,임신 / 여성생식계,월경 문제,1차,4,급성 중심성 경증 통증
성인,임신 / 여성생식계,월경 문제,2차,4,월경 문제
성인,임신 / 여성생식계,질내 이물질 ,1차,1,중증 호흡곤란
성인,임신 / 여성생식계,질내 이물질 ,1차,1,쇼크
성인,임신 / 여성생식계,질내 이물질 ,1차,1,무의식
성인,임신 / 여성생식계,질내 이물질 ,1차,2,중등도 호흡곤란
성인,임신 / 여성생식계,질내 이물질 ,1차,2,혈역학적 장애
성인,임신 / 여성생식계,질내 이물질 ,1차,2,의식변화
성인,임신 / 여성생식계,질내 이물질 ,1차,2,"열, 면역저하 상태"
성인,임신 / 여성생식계,질내 이물질 ,1차,2,패혈증 의증
성인,임신 / 여성생식계,질내 이물질 ,1차,3,경증 호흡곤란
성인,임신 / 여성생식계,질내 이물질 ,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,임신 / 여성생식계,질내 이물질 ,1차,3,전신염증반응증후군
성인,임신 / 여성생식계,질내 이물질 ,1차,3,열 (아파 보임)
성인,임신 / 여성생식계,질내 이물질 ,1차,3,급성 말초성 중증 통증
성인,임신 / 여성생식계,질내 이물질 ,1차,4,열 (건강해 보임)
성인,임신 / 여성생식계,질내 이물질 ,1차,4,급성 말초성 중등도 통증
성인,임신 / 여성생식계,질내 이물질 ,1차,5,급성 말초성 경증 통증
성인,임신 / 여성생식계,질내 이물질 ,2차,5,질내 이물질
성인,임신 / 여성생식계,질 분비물,1차,2,중등도 호흡곤란
성인,임신 / 여성생식계,질 분비물,1차,2,혈역학적 장애
성인,임신 / 여성생식계,질 분비물,1차,2,의식변화
성인,임신 / 여성생식계,질 분비물,1차,2,"열, 면역저하 상태"
성인,임신 / 여성생식계,질 분비물,1차,2,패혈증 의증
성인,임신 / 여성생식계,질 분비물,1차,3,경증 호흡곤란
성인,임신 / 여성생식계,질 분비물,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,임신 / 여성생식계,질 분비물,1차,3,전신염증반응증후군
성인,임신 / 여성생식계,질 분비물,1차,3,열 (아파 보임)
성인,임신 / 여성생식계,질 분비물,1차,3,급성 말초성 중증 통증
성인,임신 / 여성생식계,질 분비물,1차,4,열 (건강해 보임)
성인,임신 / 여성생식계,질 분비물,1차,4,급성 말초성 중등도 통증
성인,임신 / 여성생식계,질 분비물,1차,5,급성 말초성 경증 통증
성인,임신 / 여성생식계,질 분비물,2차,5,경증
성인,임신 / 여성생식계,성폭행,1차,1,중증 호흡곤란
성인,임신 / 여성생식계,성폭행,1차,1,쇼크
성인,임신 / 여성생식계,성폭행,1차,1,무의식
성인,임신 / 여성생식계,성폭행,1차,2,중등도 호흡곤란
성인,임신 / 여성생식계,성폭행,1차,2,혈역학적 장애
성인,임신 / 여성생식계,성폭행,1차,2,의식변화
성인,임신 / 여성생식계,성폭행,1차,2,"열, 면역저하 상태"
성인,임신 / 여성생식계,성폭행,1차,2,패혈증 의증
성인,임신 / 여성생식계,성폭행,1차,2,급성 중심성 중증 통증
성인,임신 / 여성생식계,성폭행,1차,3,경증 호흡곤란
성인,임신 / 여성생식계,성폭행,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,임신 / 여성생식계,성폭행,1차,3,전신염증반응증후군
성인,임신 / 여성생식계,성폭행,1차,3,열 (아파 보임)
성인,임신 / 여성생식계,성폭행,1차,3,급성 중심성 중등도 통증
성인,임신 / 여성생식계,성폭행,1차,4,열 (건강해 보임)
성인,임신 / 여성생식계,성폭행,1차,4,급성 중심성 경증 통증
성인,임신 / 여성생식계,성폭행,2차,2,<2시간
성인,임신 / 여성생식계,성폭행,2차,3,≥2시간부터 <12시간
성인,임신 / 여성생식계,성폭행,2차,4,≥12시간; 손상 없음
